Name,Mass,Radius,Period,StTeff,StRadius,Letter
Kepler-257,,0.442,24.664551,5180.0,1.04,d
Kepler-258,,0.322,33.653079,4942.0,0.92,c
Kepler-259,,0.25,8.115317,5938.0,0.9,b
Kepler-259,,0.241,36.924931,5938.0,0.9,c
Kepler-260,,0.155,76.050178,5250.0,0.86,c
Kepler-261,,0.194,10.381227,5098.0,0.79,b
Kepler-261,,0.178,24.570858,5098.0,0.79,c
Kepler-262,,0.146,21.853722,5841.0,0.88,c
Kepler-263,,0.238,16.568087,5265.0,0.79,b
Kepler-263,,0.22,47.332773,5265.0,0.79,c
Kepler-264,,0.297,40.806231,6158.0,1.55,b
Kepler-265,,0.166,6.846262,5835.0,1.1,b
Kepler-265,,0.235,17.028937,5835.0,1.1,c
Kepler-265,,0.222,43.130617,5835.0,1.1,d
Kepler-266,,0.221,6.61833,5885.0,1.03,b
Kepler-266,,0.347,107.723601,5885.0,1.03,c
Kepler-267,,0.177,3.353728,4258.0,0.56,b
Kepler-267,,0.203,28.464515,4258.0,0.56,d
Kepler-228,,0.136,2.566546,6043.0,1.01,b
Kepler-229,,0.439,16.068638,5120.0,0.73,c
Kepler-23,2.7,0.285,10.7421,5828.0,1.55,c
Kepler-231,,0.154,10.065275,3767.0,0.49,b
Kepler-233,,0.242,60.418955,5360.0,0.76,c
Kepler-235,,0.114,7.824904,4255.0,0.55,c
Kepler-236,,0.178,23.968127,3750.0,0.51,c
Kepler-24,,0.149,4.244384,5897.0,1.29,d
nu Oph,,,3186.0,4928.0,15.1,c
ups And,,,241.258,,1.56,c
TRAPPIST-1,0.00267,0.097,1.51087081,2559.0,0.12,b
TRAPPIST-1,0.00434,0.094,2.4218233,2559.0,0.12,c
TRAPPIST-1,0.00129,0.069,4.04961,2559.0,0.12,d
Kepler-466,,0.254,51.07926307,5927.0,1.05,b
Kepler-804,,0.173,14.37457351,5817.0,1.05,b
HD 181433,,,962.0,4962.0,,c
HD 192310,,,525.8,5166.0,,c
Kepler-268,,0.227,25.934138,6081.0,1.27,b
Kepler-268,,0.302,83.446393,6081.0,1.27,c
Kepler-269,,0.22,5.326718,5847.0,0.96,b
Kepler-270,,0.179,11.476094,6067.0,1.46,b
Kepler-270,,0.158,25.262887,6067.0,1.46,c
Kepler-271,,0.079,5.217738,5524.0,0.88,b
Kepler-271,,0.089,7.410935,5524.0,0.88,c
Kepler-272,,0.128,2.971353,5297.0,0.93,b
Kepler-272,,0.16,6.057342,5297.0,0.93,c
Kepler-272,,0.201,10.937304,5297.0,0.93,d
Kepler-273,,0.134,2.936532,5626.0,0.81,b
Kepler-273,,0.177,8.014927,5626.0,0.81,c
Kepler-274,,0.137,11.634788,6023.0,1.01,b
Kepler-274,,0.164,33.197861,6023.0,1.01,c
Kepler-275,,0.209,10.300682,6165.0,1.38,b
Kepler-275,,0.302,16.088134,6165.0,1.38,c
Kepler-275,,0.297,35.676062,6165.0,1.38,d
Kepler-276,,0.256,14.12841,6105.0,1.05,b
Kepler-276,0.052,0.259,31.884,6105.0,1.05,c
Kepler-277,0.275,0.261,17.324,5946.0,1.69,b
Kepler-277,0.202,0.3,33.006,5946.0,1.69,c
Kepler-278,,0.32,51.078775,4991.0,2.94,c
Kepler-279,,0.323,12.309681,6363.0,1.75,b
Kepler-279,0.155,0.384,35.736,6363.0,1.75,c
Kepler-280,,0.129,2.139542,5744.0,0.89,b
Kepler-280,,0.179,4.807091,5744.0,0.89,c
XO-2 S,,,18.157,5399.0,1.02,b
XO-2 S,,,120.8,5399.0,1.02,c
Kepler-449,,0.183,12.58242,,1.47,b
Kepler-449,,0.247,33.6727,,1.47,c
Kepler-450,,0.548,28.454851,,1.57,b
Kepler-450,,0.234,15.413135,,1.57,c
Kepler-450,,0.075,7.51464,,1.57,d
Kepler-92,,0.184,49.3568,5883.0,1.7,d
Kepler-466,,0.112,3.70921385,5927.0,1.05,c
KIC 9663113,,0.375,20.74028413,6065.0,1.03,c
Kepler-487,,1.019,15.3587684,5444.0,0.88,b
Kepler-487,,0.239,38.6519976,5444.0,0.88,c
HD 202206,,,255.87,5765.0,,b
HD 20794,,,40.114,5401.0,,c
HD 215497,,,3.93404,5113.0,,b
HD 217107,,,7.126816,5646.0,,b
HD 219828,,,3.834887,5891.0,1.69,b
HD 37124,,,885.5,,,c
HD 37605,,,2720.0,5448.0,0.9,c
Kepler-281,,0.252,14.646008,5723.0,0.9,b
Kepler-282,,0.09,9.220524,5602.0,0.9,b
Kepler-282,,0.107,13.638723,5602.0,0.9,c
Kepler-282,0.192,0.219,24.806,5602.0,0.9,d
Kepler-283,,0.19,11.008151,4351.0,0.57,b
Kepler-283,,0.162,92.743711,4351.0,0.57,c
Kepler-284,,0.2,12.699149,5615.0,0.81,b
Kepler-285,,0.12,2.633867,5411.0,0.81,b
Kepler-285,,0.1,6.186676,5411.0,0.81,c
Kepler-286,,0.111,1.796302,5580.0,0.86,b
Kepler-286,,0.119,5.914323,5580.0,0.86,d
Kepler-286,,0.158,29.221289,5580.0,0.86,e
Kepler-287,,0.208,20.342199,5806.0,1.03,b
Kepler-288,,0.149,6.097326,5918.0,1.09,b
Kepler-288,,0.254,19.305772,5918.0,1.09,c
Kepler-288,,0.238,56.633742,5918.0,1.09,d
Kepler-289,0.023,0.192,34.545,5990.0,1.0,b
Kepler-289,0.013,0.239,66.0634,5990.0,1.0,d
Kepler-290,,0.201,14.589347,5147.0,0.74,b
Kepler-290,,0.241,36.77031,5147.0,0.74,c
Kepler-291,,0.168,5.700786,6002.0,1.02,c
Kepler-292,,0.118,2.580827,5299.0,0.83,b
Kepler-292,,0.131,3.715335,5299.0,0.83,c
Kepler-292,,0.238,11.97901,5299.0,0.83,e
Kepler-292,,0.21,20.834237,5299.0,0.83,f
Kepler-432,,,406.2,4995.0,4.06,c
Kepler-444,,0.049,7.743493,5046.0,0.75,e
Kepler-445,,0.22,4.871229,3157.0,0.21,c
Kepler-446,,0.1,3.036179,3359.0,0.24,c
24 Sex,,,883.0,5098.0,4.9,c
47 UMa,,,1078.0,5892.0,1.23,b
55 Cnc,3.878,,4825.0,5196.0,0.94,d
61 Vir,,,123.01,5577.0,0.96,d
BD+20 2457,,,621.99,4137.0,49.0,c
BD-06 1339,,,125.94,4324.0,,c
CoRoT-24,0.018,0.33,5.1134,4950.0,0.86,b
Kepler-157,,0.13,7.02573474,5774.0,1.04,d
Kepler-561,,0.621,58.3620495,5646.0,0.94,b
Kepler-561,,0.239,5.35016198,5646.0,0.94,c
Kepler-166,,0.154,1.55400393,5413.0,0.74,d
HD 40307,,,9.6184,4956.0,,c
HD 40307,,,197.8,4956.0,,g
HD 4203,,,6700.0,5702.0,,c
HD 45364,,,342.85,,,c
HD 47186,,,1353.6,5675.0,,c
HD 5319,,,641.0,4958.0,3.85,b
HD 65216,,,152.6,5666.0,,c
HD 67087,,,352.2,6330.0,1.55,b
HD 69830,,,8.667,5385.0,,b
HD 73526,,,379.1,,,c
OGLE-2015-BLG-0,0.06607,,,,,b
HD 7924,,,24.451,5075.0,0.78,d
Kepler-293,,0.274,19.254196,5804.0,0.96,b
Kepler-294,,0.158,3.701212,5913.0,0.98,b
Kepler-294,,0.242,6.6264,5913.0,0.98,c
Kepler-295,,0.104,21.526258,5603.0,0.9,c
Kepler-296,,0.144,10.864384,3740.0,0.48,b
Kepler-296,,0.178,5.8416366,3740.0,0.48,c
Kepler-296,,0.186,19.850291,3740.0,0.48,d
Kepler-296,,0.161,63.33627,3740.0,0.48,f
Kepler-297,,0.256,38.871826,5619.0,0.92,b
Kepler-297,,0.583,74.920137,5619.0,0.92,c
Kepler-298,,0.172,22.92881,4465.0,0.58,c
Kepler-298,,0.223,77.473633,4465.0,0.58,d
Kepler-299,,0.118,2.927128,5617.0,1.03,b
Kepler-299,,0.236,6.885875,5617.0,1.03,c
Kepler-299,,0.167,38.285489,5617.0,1.03,e
Kepler-300,,0.149,10.446347,5986.0,0.9,b
Kepler-300,,0.201,40.714955,5986.0,0.9,c
Kepler-301,,0.12,5.419026,5815.0,0.9,c
Kepler-301,,0.156,13.751243,5815.0,0.9,d
Kepler-302,,0.362,30.184104,5740.0,1.22,b
Kepler-302,,1.111,127.282184,5740.0,1.22,c
Kepler-303,,0.079,1.937055,3944.0,0.48,b
Kepler-303,,0.102,7.061149,3944.0,0.48,c
Kepler-304,,0.255,3.295709,4731.0,0.69,b
Kepler-304,,0.194,5.315946,4731.0,0.69,c
CoRoT-7,0.02643,,3.698,5259.0,0.82,c
GJ 581,,,3.149,,0.29,e
GJ 667 C,,,62.24,3350.0,,e
GJ 832,,,3657.0,3472.0,,b
GJ 876,0.046,,124.26,,,e
HAT-P-13,,,446.27,5653.0,1.56,c
HAT-P-17,,,5584.0,5246.0,0.84,c
HD 10180,,,5.75969,5911.0,1.11,c
HD 10180,,,604.67,5911.0,1.11,g
Kepler-80,,0.108,0.9867873,4540.0,0.68,f
Kepler-132,,0.105,110.2869374,6003.0,1.18,e
Kepler-520,,0.148,19.67416124,6112.0,1.09,b
Kepler-520,,0.095,5.21104261,6112.0,1.09,c
HD 82943,1.681,,441.47,6016.0,,b
HIP 14810,,,6.673855,5485.0,1.0,b
HIP 5158,,,345.72,4962.0,,b
HIP 57274,,,32.03,,,c
HIP 67851,,,88.9,4890.0,5.92,b
HR 8799,10.0,1.2,37000.0,,,d
K2-3,,0.135,44.55983,3896.0,0.56,d
KIC 10001893,,,0.32528,27500.0,,c
KOI-94,0.049,0.385,10.423648,6182.0,1.52,c
Kepler-10,0.0145,0.132,0.837491,5627.0,1.06,b
Kepler-100,0.023,0.118,6.88705,5825.0,1.49,b
Kepler-101,0.16,0.51,3.4876812,5667.0,1.56,b
Kepler-102,0.012,0.105,10.3117,4909.0,0.76,d
Kepler-103,0.031,0.301,15.9654,5845.0,1.44,b
Kepler-304,,0.245,9.653471,4731.0,0.69,d
Kepler-305,0.033,0.321,5.487,5100.0,0.79,b
Kepler-305,0.019,0.294,8.291,5100.0,0.79,c
Kepler-305,,0.242,16.738661,5100.0,0.79,d
Kepler-306,,0.136,4.646186,4954.0,0.72,b
Kepler-306,,0.21,7.240193,4954.0,0.72,c
Kepler-306,,0.203,44.840975,4954.0,0.72,e
Kepler-307,0.02341,0.217,10.4208,5367.0,0.81,b
Kepler-307,0.01145,0.196,13.0729,5367.0,0.81,c
Kepler-308,,0.193,15.38231,5895.0,0.94,c
Kepler-309,,0.139,5.923653,4713.0,0.72,b
Kepler-309,,0.224,105.356383,4713.0,0.72,c
Kepler-310,,0.302,56.47542,5797.0,0.88,c
Kepler-310,,0.22,92.876125,5797.0,0.88,d
Kepler-311,,0.152,9.176092,5905.0,1.19,b
Kepler-311,,0.128,19.738286,5905.0,1.19,c
Kepler-312,,0.281,19.747412,6115.0,1.47,c
Kepler-313,,0.226,14.970418,5727.0,1.54,b
Kepler-313,,0.229,32.273273,5727.0,1.54,c
Kepler-314,,0.259,5.960392,5378.0,0.95,c
Kepler-315,,0.336,96.101141,5796.0,1.04,b
Kepler-315,,0.37,265.469335,5796.0,1.04,c
Kepler-316,,0.103,6.827766,4204.0,0.52,c
Kepler-317,,0.186,5.524242,5497.0,0.94,b
Kepler-317,,0.153,8.77501,5497.0,0.94,c
HD 109271,,,7.8543,5783.0,,b
HD 11964,,,1945.0,5349.0,,b
HD 125612,,,3008.0,5900.0,,d
HD 12661,,,262.709,5748.0,1.11,b
HD 134987,,,5000.0,5585.0,1.25,c
HD 13908,,,19.382,6255.0,1.67,b
HD 1461,,,5.77152,5765.0,,b
HD 147018,,,1008.0,5441.0,,c
HD 154857,,,3452.0,5605.0,1.76,c
Kepler-524,,0.17,7.97419807,6014.0,1.1,b
Kepler-524,,0.086,1.88897906,6014.0,1.1,c
Kepler-529,,0.166,1.98035766,6087.0,1.14,b
Kepler-529,,0.178,12.8345022,6087.0,1.14,c
Kepler-539,0.97,0.747,125.63243,5820.0,0.95,b
Kepler-148,,0.774,51.84688575,5272.0,0.85,d
Kepler-549,,0.229,42.9495649,5360.0,0.84,b
Kepler-549,,0.261,117.040498,5360.0,0.84,c
Kepler-104,,0.279,23.668205,5711.0,1.35,c
Kepler-106,,0.073,6.16486,5858.0,1.04,b
Kepler-106,0.035,0.228,43.8445,5858.0,1.04,e
Kepler-107,,0.095,7.958203,5851.0,1.41,d
Kepler-109,,0.211,6.48163,5952.0,1.32,b
Kepler-11,0.025,0.374,31.9996,5663.0,1.06,e
Kepler-110,,0.197,31.719775,5960.0,1.15,c
Kepler-112,,0.214,28.574263,5544.0,0.84,c
Kepler-114,0.009,0.143,8.041,4605.0,0.67,c
Kepler-116,,0.205,13.07163,6142.0,1.45,c
Kepler-119,,0.321,2.422082,5595.0,0.84,b
Kepler-121,,0.209,3.177422,5311.0,0.7,b
Kepler-122,,0.196,21.587475,6050.0,1.22,d
Kepler-124,,0.065,3.410493,4984.0,0.64,b
Kepler-125,,0.066,5.774464,3810.0,0.51,c
Kepler-127,,0.125,14.435889,6106.0,1.36,b
Kepler-128,0.105,0.101,22.804,6090.0,1.66,c
Kepler-130,,0.259,27.50868,5884.0,1.13,c
Kepler-131,0.026,0.075,25.5169,5685.0,1.03,c
Kepler-132,,0.114,6.414914,6003.0,1.18,c
Kepler-134,,0.112,10.105785,5983.0,1.18,c
Kepler-136,,0.178,16.399235,6165.0,1.35,c
Kepler-138,0.0062,0.107,13.7813,3841.0,0.44,c
Kepler-140,,0.144,3.25427,6077.0,1.29,b
Kepler-142,,0.178,2.024152,5790.0,1.27,b
Kepler-318,,0.328,11.815007,5746.0,1.19,c
Kepler-319,,0.145,4.362705,5526.0,0.9,b
Kepler-319,,0.235,6.941357,5526.0,0.9,c
Kepler-319,,0.204,31.781925,5526.0,0.9,d
Kepler-320,,0.122,17.934937,6435.0,1.11,c
Kepler-321,,0.158,4.915379,5740.0,1.19,b
Kepler-321,,0.207,13.093921,5740.0,1.19,c
Kepler-322,,0.149,4.337234,5388.0,0.89,c
Kepler-323,,0.128,1.678327,5987.0,1.18,b
Kepler-323,,0.145,3.553822,5987.0,1.18,c
Kepler-324,,0.281,51.805612,5194.0,0.84,c
Kepler-325,,0.26,4.544439,5752.0,1.0,b
Kepler-325,,0.227,12.762172,5752.0,1.0,c
Kepler-326,,0.136,2.248329,5105.0,0.8,b
Kepler-326,,0.125,4.580358,5105.0,0.8,c
Kepler-326,,0.108,6.766888,5105.0,0.8,d
Kepler-327,,0.099,2.549575,3799.0,0.49,b
Kepler-327,,0.154,13.969457,3799.0,0.49,d
Kepler-328,0.09,0.205,34.921,5914.0,1.06,b
Kepler-329,,0.172,18.684737,4257.0,0.52,c
Kepler-330,,0.12,8.25978,5117.0,0.72,b
Kepler-330,,0.174,15.955387,5117.0,0.72,c
Kepler-331,,0.164,17.28111,4347.0,0.49,c
Kepler-331,,0.146,32.134328,4347.0,0.49,d
Kepler-332,,0.104,7.626324,4955.0,0.72,b
Kepler-332,,0.097,15.995622,4955.0,0.72,c
HD 159868,,,1178.4,5558.0,,b
HD 1605,,,2111.0,4757.0,3.8,c
HD 160691,,,4205.8,5807.0,,c
HD 163607,,,75.29,5543.0,1.63,b
HD 169830,,,225.62,6299.0,,b
Kepler-553,,0.413,4.03046804,5266.0,0.85,b
Kepler-553,,0.999,328.2399546,5266.0,0.85,c
Kepler-154,,0.343,20.54981883,5690.0,1.0,d
Kepler-154,,0.134,3.93276465,5690.0,1.0,e
Kepler-154,,0.134,9.91935684,5690.0,1.0,f
KELT-6,,,1276.0,6272.0,1.53,c
WASP-47,1.57,,580.7,5576.0,1.16,c
WASP-47,0.05286,0.331,9.095,5576.0,1.16,d
WASP-47,0.02863,0.162,0.789636,5576.0,1.16,e
WASP-41,,,421.0,5545.0,0.87,c
K2-3,,0.194,10.05449,3896.0,0.56,b
Kepler-202,,0.165,16.282493,4668.0,0.67,c
Kepler-150,,0.329,7.381998,5560.0,0.94,c
Kepler-151,,0.186,24.674612,5460.0,0.83,c
Kepler-154,,0.202,33.040532,5690.0,1.0,b
Kepler-156,,0.205,4.973456,5094.0,0.81,b
Kepler-158,,0.189,16.709184,4623.0,0.62,b
Kepler-160,,0.322,13.699087,5857.0,0.88,c
Kepler-162,,0.27,19.446355,5816.0,0.96,c
Kepler-164,,0.244,10.945723,5888.0,1.15,c
Kepler-166,,0.203,7.650254,5413.0,0.74,b
Kepler-168,,0.24,13.193242,6282.0,1.11,c
Kepler-169,,0.196,13.767102,4997.0,0.76,e
Kepler-171,,0.209,4.166972,5642.0,0.84,b
Kepler-172,,0.201,14.627119,5526.0,1.08,d
Kepler-174,,0.175,13.98179,4880.0,0.62,b
Kepler-175,,0.277,34.035257,6064.0,1.01,c
Kepler-177,0.006,0.259,36.855,5942.0,1.07,b
Kepler-178,,0.352,96.678988,5676.0,1.07,d
Kepler-18,0.022,0.178,3.504725,5345.0,1.11,b
Kepler-186,,0.095,3.8867907,3755.0,0.52,b
Kepler-186,,0.104,129.9441,3755.0,0.52,f
Kepler-188,,0.285,5.996553,6021.0,1.14,c
Kepler-19,0.04122,,28.731,5544.0,0.86,c
Kepler-191,,0.12,9.939632,5282.0,0.79,b
Kepler-193,,0.213,11.38848,6335.0,1.15,b
Kepler-194,,0.214,52.814973,6089.0,1.02,d
Kepler-333,,0.118,12.551158,4259.0,0.53,b
Kepler-333,,0.099,24.08821,4259.0,0.53,c
Kepler-334,,0.1,5.470319,5828.0,1.07,b
Kepler-334,,0.126,25.09849,5828.0,1.07,d
Kepler-335,,0.302,6.562331,5877.0,1.85,b
Kepler-335,,0.274,67.844469,5877.0,1.85,c
Kepler-336,,0.187,9.600001,5867.0,1.3,c
Kepler-336,,0.211,20.678772,5867.0,1.3,d
Kepler-337,,0.137,3.292781,5684.0,1.76,b
Kepler-337,,0.183,9.693201,5684.0,1.76,c
Kepler-338,,0.218,13.726976,5923.0,1.74,b
Kepler-338,,0.209,24.310856,5923.0,1.74,c
Kepler-338,,0.268,44.431014,5923.0,1.74,d
Kepler-338,0.027,0.139,9.341,5923.0,1.74,e
Kepler-339,,0.127,4.977656,5631.0,0.8,b
Kepler-339,,0.103,6.988055,5631.0,0.8,c
Kepler-340,,0.226,14.844387,6620.0,1.85,b
Kepler-340,,0.301,22.824669,6620.0,1.85,c
Kepler-341,,0.105,5.195528,6012.0,1.02,b
Kepler-341,,0.152,8.01041,6012.0,1.02,c
Kepler-341,,0.165,27.666313,6012.0,1.02,d
Kepler-342,,0.201,15.170318,6175.0,1.47,b
Kepler-342,,0.175,26.234138,6175.0,1.47,c
Kepler-342,,0.222,39.459357,6175.0,1.47,d
Kepler-343,,0.215,8.96855,5807.0,1.43,b
Kepler-1464,,0.148,31.7785901,5828.0,1.01,b
Kepler-1464,,0.089,5.32786292,5828.0,1.01,c
Kepler-1468,,0.154,8.23984869,5893.0,1.05,b
Kepler-1468,,0.103,3.54553021,5893.0,1.05,c
Kepler-26,0.01951,0.243,17.2559,3914.0,0.51,c
Kepler-295,,0.109,12.645164,5603.0,0.9,b
Kepler-328,0.124,0.482,71.312,5914.0,1.06,c
Kepler-339,,0.104,10.558345,5631.0,0.8,d
Kepler-383,,0.111,31.200751,4710.0,0.67,c
Kepler-430,,0.16,110.979,5884.0,1.49,c
Kepler-176,,0.129,51.16579,5232.0,0.89,e
Kepler-196,,0.2,47.427737,5128.0,0.78,c
Kepler-198,,0.252,17.790037,5574.0,0.94,b
Kepler-20,,0.077,6.09852281,5495.0,0.96,e
Kepler-200,,0.19,8.594805,5678.0,0.94,b
Kepler-202,,0.145,4.069427,4668.0,0.67,b
Kepler-204,,0.226,14.400974,5812.0,1.24,b
Kepler-206,,0.107,7.781987,5764.0,1.19,b
Kepler-207,,0.134,3.071571,5920.0,1.59,c
Kepler-208,,0.107,11.131786,6092.0,1.31,d
Kepler-210,,0.323,7.972513,4559.0,0.65,c
Kepler-212,,0.244,31.805174,5852.0,1.46,c
Kepler-242,,0.178,14.496481,5020.0,0.85,c
Kepler-244,,0.183,9.767292,5554.0,0.8,c
Kepler-246,,0.209,4.60182,5206.0,0.83,b
Kepler-247,,0.352,20.477912,5100.0,0.77,d
Kepler-249,,0.135,7.113702,3568.0,0.48,c
Kepler-25,0.283,,123.0,6270.0,1.31,d
Kepler-250,,0.194,17.648312,5160.0,0.81,d
Kepler-252,,0.11,6.668391,4208.0,0.55,b
Kepler-253,,0.283,18.119869,5208.0,0.79,d
Kepler-255,,0.138,5.714606,5573.0,0.93,b
Kepler-256,,0.21,10.681572,5551.0,1.3,e
Kepler-258,,0.362,13.19722,4942.0,0.92,b
Kepler-26,,0.095,3.543919,3914.0,0.51,d
Kepler-260,,0.179,8.187399,5250.0,0.86,b
Kepler-344,,0.233,21.963945,5774.0,0.98,b
Kepler-344,,0.263,125.596809,5774.0,0.98,c
Kepler-345,,0.066,7.415563,4504.0,0.62,b
Kepler-346,,0.237,6.511127,6033.0,1.02,b
Kepler-346,,0.274,23.851549,6033.0,1.02,c
Kepler-347,,0.176,12.79836,6088.0,1.0,b
Kepler-348,,0.136,7.05677,6177.0,1.36,b
Kepler-348,,0.119,17.265427,6177.0,1.36,c
Kepler-349,,0.17,5.929778,5956.0,0.93,b
Kepler-350,,0.165,11.189562,6186.0,1.53,b
Kepler-350,0.019,0.277,17.849,6186.0,1.53,c
Kepler-350,0.047,0.25,26.136,6186.0,1.53,d
Kepler-351,,0.273,37.054919,5643.0,0.85,b
Kepler-352,,0.077,10.05537,5212.0,0.78,b
Kepler-352,,0.111,16.332995,5212.0,0.78,c
Kepler-353,,0.079,5.795278,3903.0,0.5,b
Kepler-354,,0.164,5.47666,4648.0,0.67,b
Kepler-354,,0.117,16.934402,4648.0,0.67,c
Kepler-354,,0.111,24.209842,4648.0,0.67,d
Kepler-355,,0.242,25.762294,6184.0,1.07,c
Kepler-356,,0.14,4.612696,6133.0,1.33,b
Kepler-356,,0.161,13.121632,6133.0,1.33,c
Kepler-357,,0.164,6.475434,5036.0,0.83,b
Kepler-357,,0.306,49.499875,5036.0,0.83,d
Kepler-358,,0.243,34.060467,5908.0,0.95,b
Kepler-358,,0.254,83.488369,5908.0,0.95,c
Kepler-722,,0.252,105.144749,5863.0,1.05,c
tau Cet,,,20.0,,,g
tau Cet,,,49.41,,,h
tau Cet,,,162.87,,,e
tau Cet,,,636.13,,,f
YZ Cet,,,1.96876,3056.0,0.17,b
YZ Cet,,,3.06008,3056.0,0.17,c
YZ Cet,,,4.65627,3056.0,0.17,d
OGLE-2016-BLG-0,4.1,,,,,b
HD 34445,,,117.87,5836.0,1.38,d
HD 34445,,,49.175,5836.0,1.38,e
HD 34445,,,676.8,5836.0,1.38,f
HD 34445,,,5700.0,5836.0,1.38,g
GJ 9827,,0.156,1.208957,4255.0,0.65,b
GJ 9827,,0.121,3.64802,4255.0,0.65,c
GJ 9827,,0.187,6.20141,4255.0,0.65,d
OGLE-2016-BLG-0,4.18,,,,,b
Kepler-80,,0.101,14.64558,4540.0,0.68,g
KOI-351,,0.118,14.44912,6080.0,1.2,i
KOI-351,,1.008,331.60059,6080.0,1.2,h
K2-18,,,8.962,3457.0,0.41,c
HD 20794,,,147.02,5401.0,,e
K2-117,,0.181,5.44482,3842.12,0.49,c
K2-117,,0.175,1.291505,3842.12,0.49,b
K2-133,,0.117,3.0712,3655.0,0.47,b
K2-133,,0.132,4.8682,3655.0,0.47,c
K2-133,,0.18,11.0234,3655.0,0.47,d
OGLE-2016-BLG-1,13.38,,1224.0,,,b
WASP-53,2.132,1.074,3.3098443,4953.0,0.8,b
WASP-53,,,2840.0,4953.0,0.8,c
TRAPPIST-1,0.00195,0.082,6.099615,2559.0,0.12,e
TRAPPIST-1,0.00214,0.093,9.20669,2559.0,0.12,f
TRAPPIST-1,0.00422,0.101,12.35294,2559.0,0.12,g
TRAPPIST-1,,0.067,18.767,2559.0,0.12,h
Kepler-20,,,34.94,5495.0,0.96,g
GJ 3138,,,1.22003,3717.0,0.5,b
GJ 3138,,,5.974,3717.0,0.5,c
GJ 3138,,,257.8,3717.0,0.5,d
GJ 3323,,,5.3636,3159.0,0.12,b
GJ 3323,,,40.54,3159.0,0.12,c
GJ 273,,,18.6498,3382.0,0.29,b
GJ 273,,,4.7234,3382.0,0.29,c
GJ 3293,,,48.1345,3466.0,0.4,d
GJ 3293,,,13.2543,3466.0,0.4,e
Kepler-19,0.07079,,62.95,5544.0,0.86,d
Kepler-150,,0.325,637.2093,5560.0,0.94,f
HD 27894,,,36.07,,,c
HD 27894,,,5174.0,,,d
GJ 1148,,,532.58,,,c
K2-136,,0.088,7.975292,4499.0,0.66,b
K2-136,,0.26,17.307137,4499.0,0.66,c
K2-136,,0.129,25.575065,4499.0,0.66,d
HD 176986,,,6.4898,4931.0,0.78,b
HD 176986,,,16.8191,4931.0,0.78,c
K2-138,,0.14,2.35322,5378.0,0.86,b
K2-138,,0.225,3.55987,5378.0,0.86,c
K2-138,,0.237,5.40478,5378.0,0.86,d
K2-138,,0.294,8.26144,5378.0,0.86,e
K2-138,,0.251,12.75759,5378.0,0.86,f
Kepler-804,,0.102,9.65185017,5817.0,1.05,c
Kepler-920,,0.339,100.8274113,5403.0,0.85,c
Kepler-94,0.034,0.313,2.50806,4781.0,0.76,b
Kepler-953,,0.376,88.40655258,5416.0,0.99,b
Kepler-967,,0.326,198.7112502,5178.0,0.8,c
Kepler-969,,0.088,1.6829346,5214.0,0.82,c
OGLE-2011-BLG-0,0.53,,,,,b
EPIC 220674823,,0.13,0.571308,5590.0,0.83,b
EPIC 220674823,,0.226,13.341245,5590.0,0.83,c
HD 106315,,0.214,9.55385,6254.0,1.28,b
HD 106315,,0.393,21.058,6254.0,1.28,c
OGLE-2016-BLG-1,0.0045,,,,,b
Kepler-103,0.114,0.459,179.612,5845.0,1.44,c
Kepler-1065,,0.143,2.37030743,5635.0,0.93,c
HD 3167,,,8.509,5261.0,0.86,d
OGLE-2013-BLG-0,0.29,,,,,b
HD 34445,,,214.67,5836.0,1.38,c
Kepler-1254,,0.117,5.72717226,4985.0,0.75,d
Kepler-1321,,0.214,2.22649109,4094.0,0.53,c
Kepler-138,0.00021,0.047,10.3126,3841.0,0.44,b
HIP 41378,,0.492,131.0,6199.0,1.4,e
HIP 41378,,0.91,324.0,6199.0,1.4,f
OGLE-2015-BLG-0,3.9,,,,,b
K2-58,,0.239,7.05254,5413.0,0.86,b
K2-58,,0.145,2.53726,5413.0,0.86,c
K2-58,,0.153,22.8827,5413.0,0.86,d
K2-59,,0.215,20.6921,5055.0,0.73,b
K2-59,,0.205,11.2954,5055.0,0.73,c
K2-62,,0.191,6.67202,4880.0,0.73,b
K2-62,,0.191,16.1966,4880.0,0.73,c
K2-72,,0.096,5.577212,3360.47,0.33,b
K2-72,,0.103,15.189034,3360.47,0.33,c
K2-72,,0.09,7.760178,3360.47,0.33,d
K2-72,,0.115,24.158868,3360.47,0.33,e
K2-75,,0.238,7.8142,5995.0,1.56,b
K2-75,,0.247,18.311,5995.0,1.56,c
K2-80,,0.179,19.0918,5441.0,0.87,b
K2-80,,0.131,5.605,5441.0,0.87,c
K2-83,,0.111,2.74697,3910.0,0.42,b
K2-83,,0.132,9.99767,3910.0,0.42,c
K2-84,,0.215,6.4215,5652.0,0.93,b
K2-84,,0.181,27.86,5652.0,0.93,c
K2-90,,0.226,13.734907,4421.98,0.63,b
K2-90,,0.116,2.900706,4421.98,0.63,c
HD 3167,0.01579,0.152,0.959641,5261.0,0.86,b
HD 3167,0.03083,0.269,29.8454,5261.0,0.86,c
HD 133131 A,,,649.0,5799.0,,b
HD 133131 A,,,3568.0,5799.0,,c
Kepler-1388,,0.255,20.9568158,4098.0,0.61,d
OGLE-2015-BLG-0,0.72,,,,,b
OGLE-2012-BLG-0,0.11012,,,,,b
